days,tondano,winangun
1,9.853050764025264,18.112078047421328
2,8.476729954161698,16.560582784665705
3,9.63918690392457,16.99399163103074
4,10.35821011305477,15.026964503767848
5,10.70854119979708,15.676476343662031
6,10.063221685446676,15.12390368977151
7,9.792041235779516,15.93823589835429
8,9.979660189166284,15.80056395306025
9,10.100967556889682,15.732085108732075
10,10.10838399309807,15.552262091251196
