time,windspeed
2016-02-21,29.7
2016-02-22,57.5
2016-02-23,19.6
2016-02-25,1.7
2016-02-26,16.0
2016-03-01,41.0
2016-03-02,1.5
2016-03-07,2.5
2016-03-10,36.4
2016-03-11,0.0
2016-03-13,0.8
2016-03-14,22.0
2016-03-28,31.0
2016-03-29,2.0
2016-03-31,22.1
2016-04-01,22.5
2016-04-03,0.8
2016-04-04,2.9
2016-04-05,4.0
2016-04-08,0.5
2016-04-09,4.9
2016-04-10,4.5
2016-04-15,9.2
2016-04-17,8.0
2016-04-18,16.6
2016-04-20,8.0
2016-04-21,10.0
2016-04-22,10.0
2016-04-26,10.1
2016-04-27,18.0
2016-04-28,0.0
2016-04-29,5.5
2016-04-30,0.9
2016-05-02,9.0
2016-05-03,6.3
2016-05-04,5.5
2016-05-05,7.8
2016-05-06,3.0
2016-05-09,2.5
2016-05-14,0.5
2016-05-15,22.5
2016-05-16,0.0
2016-05-18,12.0
2016-05-19,1.0
2016-05-20,3.0
2016-05-24,7.0
2016-05-27,1.0
2016-05-30,1.5
2016-05-31,2.5
2016-06-01,0.5
2016-06-02,23.1
2016-06-03,5.8
2016-06-06,5.0
2016-06-07,11.3
2016-06-12,11.4
2016-06-13,59.5
2016-06-14,0.0
2016-06-15,2.6
2016-06-16,2.0
2016-06-17,2.5
2016-06-18,3.8
2016-06-19,0.3
2016-06-20,6.5
2016-06-21,72.5
2016-06-22,5.1
2016-06-23,3.5
2016-06-24,0.0
2016-06-25,34.5
2016-06-26,4.5
2016-06-30,21.0
2016-07-04,0.7
2016-07-05,4.1
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,3.0
2016-07-16,8.5
2016-07-19,40.5
2016-07-20,1.0
2016-07-22,26.0
2016-07-23,109.1
2016-07-24,2.4
2016-07-25,2.4
2016-07-26,13.2
2016-07-27,0.5
2016-07-30,1.0
2016-07-31,15.7
2016-08-02,1.5
2016-08-03,2.4
2016-08-05,18.5
2016-08-06,26.5
2016-08-28,3.0
2016-08-31,0.0
2016-09-02,0.9
2016-09-05,23.3
2016-09-06,1.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,34.8
2016-09-12,14.3
2016-09-14,20.0
2016-09-21,2.0
2016-09-22,0.0
2016-09-23,21.9
2016-09-24,1.0
2016-09-25,44.0
2016-09-27,6.8
2016-09-28,37.0
2016-09-29,0.5
2016-09-30,52.0
2016-10-03,0.8
2016-10-04,0.2
2016-10-05,1.0
2016-10-06,1.0
2016-10-07,16.5
2016-10-08,12.5
2016-10-09,2.0
2016-10-10,2.6
2016-10-12,13.0
2016-10-17,1.0
2016-10-19,14.1
2016-10-22,63.0
2016-10-23,2.0
2016-10-24,13.5
2016-10-25,0.0
2016-10-26,4.4
2016-10-27,9.4
2016-10-28,27.5
2016-10-29,5.5
2016-10-30,0.0
2016-11-02,27.0
2016-11-07,11.7
2016-11-08,26.0
2016-11-09,0.5
2016-11-10,16.4
2016-11-11,1.0
2016-11-15,0.0
2016-11-18,10.2
2016-11-21,1.5
2016-11-22,13.5
2016-11-27,55.7
2016-11-28,5.0
2016-11-29,3.5
2016-11-30,37.5
2016-12-01,9.0
2016-12-02,4.4
2016-12-03,4.0
2016-12-04,32.0
2016-12-05,2.0
2016-12-06,11.0
2016-12-07,0.0
2016-12-08,1.5
2016-12-09,87.1
2016-12-10,8.3
2016-12-11,15.0
2016-12-12,13.6
2016-12-13,32.9
2016-12-14,0.0
2016-12-15,112.0
2016-12-17,3.0
2016-12-18,20.1
2016-12-19,0.5
2016-12-20,99.1
2016-12-22,1.0
2016-12-25,0.0
2016-12-26,10.5
2016-12-27,9.5
2016-12-29,75.0
2016-12-30,76.0
2016-12-31,50.7
2017-01-01,50.7
2017-01-02,23.3
2017-01-03,25.5
2017-01-04,20.0
2017-01-05,40.0
2017-01-06,2.5
2017-01-07,12.9
2017-01-08,13.2
2017-01-09,13.9
2017-01-10,8.0
2017-01-12,7.5
2017-01-13,8.5
2017-01-14,17.5
2017-01-15,1.0
2017-01-16,0.0
2017-01-17,2.5
2017-01-20,1.0
2017-01-23,6.0
2017-01-25,8.0
2017-01-26,111.8
2017-01-27,56.6
2017-01-28,39.2
2017-01-30,38.5
2017-01-31,1.1
2017-02-02,18.5
2017-02-03,42.0
2017-02-04,15.5
2017-02-05,12.7
2017-02-06,11.0
2017-02-07,7.0
2017-02-08,0.5
2017-02-09,7.0
2017-02-10,0.0
2017-02-13,1.0
2017-02-14,2.0
2017-02-15,2.4
2017-02-16,5.0
2017-02-19,1.3
2017-02-20,3.0
2017-02-21,1.0
2017-02-22,6.0
2017-02-23,18.5
2017-02-24,33.8
2017-02-25,1.5
2017-02-26,0.0
2017-02-27,1.5
2017-02-28,0.5
2017-03-01,19.0
2017-03-03,10.5
2017-03-04,9.0
2017-03-07,3.5
2017-03-08,31.5
2017-03-09,40.5
2017-03-10,2.5
2017-03-11,6.0
2017-03-12,0.8
2017-03-13,29.5
2017-03-14,34.0
2017-03-15,21.2
2017-03-19,1.0
2017-03-21,123.4
2017-03-22,11.0
2017-03-23,1.5
2017-03-24,10.0
2017-03-25,75.7
2017-03-26,29.8
2017-03-27,1.6
2017-03-28,16.7
2017-03-29,24.3
2017-03-30,0.5
2017-04-02,8.3
2017-04-03,3.0
2017-04-04,2.0
2017-04-05,20.5
2017-04-06,0.0
2017-04-07,1.0
2017-04-10,28.0
2017-04-14,13.3
2017-04-15,2.7
2017-04-23,28.0
2017-04-25,0.0
2017-04-28,1.1
2017-05-03,2.0
2017-05-04,5.0
2017-05-05,4.7
2017-05-13,3.5
2017-05-14,6.0
2017-05-15,71.5
2017-05-16,16.0
2017-05-17,0.0
2017-05-18,32.0
2017-05-19,2.0
2017-05-20,6.0
2017-05-21,4.5
2017-05-22,1.5
2017-05-23,24.5
2017-05-24,69.8
2017-05-25,0.0
2017-05-26,0.1
2017-05-27,3.5
2017-05-28,0.5
2017-05-31,2.0
2017-06-01,4.4
2017-06-02,1.0
2017-06-03,21.3
2017-06-04,3.5
2017-06-05,1.5
2017-06-06,15.5
2017-06-11,22.0
2017-06-12,4.0
2017-06-13,75.8
2017-06-14,16.5
2017-06-15,17.0
2017-06-16,36.4
2017-06-17,1.0
2017-06-20,18.0
2017-06-22,54.4
2017-06-23,2.0
2017-06-24,4.0
2017-06-27,34.0
2017-06-30,31.0
2017-07-02,17.0
2017-07-03,22.0
2017-07-07,13.0
2017-07-08,22.7
2017-07-12,12.0
2017-07-13,3.8
2017-07-14,0.3
2017-07-15,43.2
2017-07-16,12.0
2017-07-18,11.0
2017-07-19,1.5
2017-07-20,4.8
2017-07-24,9.5
2017-08-09,2.0
2017-08-10,1.5
2017-08-12,2.0
2017-08-14,5.0
2017-08-16,15.3
2017-08-17,9.5
2017-08-18,16.5
2017-08-19,70.0
2017-08-23,1.5
2017-08-24,2.5
2017-08-25,13.1
2017-08-26,0.2
2017-08-27,0.0
2017-08-28,0.5
2017-08-31,6.2
2017-09-01,5.1
2017-09-03,26.7
2017-09-04,0.5
2017-09-08,11.8
2017-09-11,1.0
2017-09-12,14.4
2017-09-13,35.1
2017-09-14,40.4
2017-09-15,21.9
2017-09-16,4.1
2017-09-17,14.5
2017-09-18,31.0
2017-09-19,9.1
2017-09-20,40.7
2017-09-21,1.5
2017-09-22,26.5
2017-09-23,2.0
2017-09-24,5.0
2017-09-25,7.7
2017-09-26,24.7
2017-09-28,7.6
2017-09-29,1.6
2017-09-30,2.6
2017-10-02,2.5
2017-10-03,15.0
2017-10-04,8.5
2017-10-05,0.5
2017-10-06,6.5
2017-10-09,55.9
2017-10-10,42.3
2017-10-11,2.5
2017-10-13,5.0
2017-10-16,11.0
2017-10-17,20.6
2017-10-18,52.6
2017-10-19,1.0
2017-10-24,6.0
2017-10-27,0.0
2017-10-28,5.0
2017-10-30,10.0
2017-11-02,7.0
2017-11-04,18.0
2017-11-06,1.0
2017-11-07,3.8
2017-11-08,11.0
2017-11-10,9.7
2017-11-12,2.0
2017-11-13,5.0
2017-11-14,2.0
2017-11-15,0.5
2017-11-16,103.5
2017-11-18,30.0
2017-11-19,1.5
2017-11-20,13.0
2017-11-21,18.7
2017-11-22,27.7
2017-11-23,26.5
2017-11-24,0.2
2017-11-25,2.5
2017-11-26,22.1
2017-11-27,24.1
2017-11-28,0.3
2017-11-29,15.5
2017-12-04,0.0
2017-12-10,5.5
2017-12-11,6.8
2017-12-13,21.0
2017-12-14,4.3
2017-12-15,84.5
2017-12-16,131.0
2017-12-17,221.0
2017-12-18,3.1
2017-12-20,3.5
2017-12-22,5.4
2017-12-23,17.6
2017-12-25,37.7
2017-12-26,10.0
2017-12-27,2.5
2017-12-28,0.7
2017-12-29,1.2
2017-12-30,0.5
2018-01-01,2.3
2018-01-04,7.2
2018-01-06,16.8
2018-01-08,3.0
2018-01-09,26.6
2018-01-10,18.6
2018-01-11,20.7
2018-01-12,2.1
2018-01-13,2.6
2018-01-14,14.2
2018-01-15,44.5
2018-01-17,0.3
2018-01-18,13.0
2018-01-19,22.4
2018-01-20,2.7
2018-01-21,2.7
2018-01-22,5.3
2018-01-23,76.0
2018-01-24,0.5
2018-01-26,39.0
2018-01-30,14.0
2018-01-31,0.0
2018-02-01,1.5
2018-02-03,2.3
2018-02-05,4.5
2018-02-06,70.2
2018-02-07,60.0
2018-02-08,52.4
2018-02-09,5.1
2018-02-10,52.4
2018-02-11,34.4
2018-02-12,9.0
2018-02-16,9.0
2018-02-19,41.3
2018-02-20,17.1
2018-02-21,18.8
2018-02-22,22.5
2018-02-25,3.5
2018-02-26,25.4
2018-03-01,32.2
2018-03-02,3.4
2018-03-03,5.0
2018-03-06,2.5
2018-03-07,39.0
2018-03-08,2.0
2018-03-09,51.8
2018-03-12,4.0
2018-03-15,0.5
2018-03-16,29.0
2018-03-17,0.5
2018-03-19,64.5
2018-03-20,47.0
2018-03-21,22.0
2018-03-22,7.8
2018-03-23,9.4
2018-03-26,26.0
2018-03-27,2.0
2018-03-28,6.5
2018-03-29,4.0
2018-03-30,18.3
2018-03-31,5.0
2018-04-03,25.4
2018-04-04,0.5
2018-04-09,9.6
2018-04-10,0.5
2018-04-11,12.9
2018-04-12,16.4
2018-04-15,4.5
2018-04-17,2.4
2018-04-20,1.0
2018-04-21,30.3
2018-04-26,14.7
2018-04-27,3.0
2018-04-30,15.6
2018-05-02,0.5
2018-05-06,17.0
2018-05-07,6.5
2018-05-09,9.5
2018-05-11,43.0
2018-05-12,0.4
2018-05-19,0.5
2018-05-20,2.3
2018-05-21,3.0
2018-05-28,0.5
2018-05-29,6.0
2018-05-30,17.3
2018-05-31,0.0
2018-06-01,14.0
2018-06-02,1.0
2018-06-03,16.0
2018-06-04,11.5
2018-06-13,19.4
2018-06-14,1.0
2018-06-19,3.0
2018-06-21,6.7
2018-06-22,1.0
2018-06-25,0.0
2018-06-26,1.7
2018-06-28,1.5
2018-06-29,35.0
2018-07-02,3.0
2018-07-03,11.6
2018-07-04,12.2
2018-07-05,43.7
2018-07-06,19.5
2018-07-14,4.0
2018-07-17,11.6
2018-07-24,0.8
2018-07-30,1.5
2018-08-09,0.1
2018-08-10,0.0
2018-08-13,6.4
2018-08-15,0.7
2018-08-26,8.5
2018-08-27,2.5
2018-08-28,68.5
2018-08-30,0.3
2018-09-04,9.0
2018-09-09,8.0
2018-09-10,6.5
2018-09-11,0.5
2018-09-19,1.3
2018-09-20,12.8
2018-09-25,1.0
2018-10-06,3.5
2018-10-10,36.0
2018-10-11,1.0
2018-10-14,16.9
2018-10-15,10.5
2018-10-19,0.3
2018-10-20,19.8
2018-10-21,20.1
2018-10-22,1.5
2018-10-23,0.2
2018-10-28,36.0
2018-10-29,15.5
2018-10-30,6.5
2018-11-04,1.0
2018-11-05,16.5
2018-11-08,7.4
2018-11-09,12.9
2018-11-10,12.5
2018-11-11,1.5
2018-11-12,32.8
2018-11-13,1.0
2018-11-14,12.0
2018-11-15,9.5
2018-11-16,6.2
2018-11-17,13.0
2018-11-19,4.3
2018-11-20,15.0
2018-11-21,1.8
2018-11-22,27.0
2018-11-23,2.5
2018-11-25,3.0
2018-11-26,1.5
2018-11-27,1.4
2018-11-29,22.0
2018-11-30,10.8
2018-12-01,0.3
2018-12-02,0.0
2018-12-03,9.0
2018-12-04,23.5
2018-12-05,10.3
2018-12-06,2.1
2018-12-07,3.1
2018-12-08,13.0
2018-12-09,2.6
2018-12-10,9.1
2018-12-11,28.5
2018-12-12,40.1
2018-12-14,87.8
2018-12-15,3.5
2018-12-17,14.0
2018-12-18,17.0
2018-12-20,55.5
2018-12-21,14.5
2018-12-22,41.3
2018-12-23,35.5
2018-12-24,17.1
2018-12-25,21.8
2018-12-26,10.0
2018-12-27,0.0
2018-12-28,28.0
2018-12-29,6.0
2018-12-30,8.5
2018-12-31,4.0
