time,windspeed
2013-12-29,39.6
2013-12-31,23.0
2014-01-01,0.8
2014-01-02,0.6
2014-01-04,0.0
2014-01-05,1.0
2014-01-06,0.8
2014-01-07,1.7
2014-01-08,30.9
2014-01-09,36.0
2014-01-10,64.5
2014-01-11,14.1
2014-01-12,21.5
2014-01-13,1.0
2014-01-14,17.0
2014-01-15,87.5
2014-01-16,139.5
2014-01-17,45.8
2014-01-18,4.0
2014-01-19,3.9
2014-01-20,13.2
2014-01-21,9.9
2014-01-22,16.2
2014-01-23,4.1
2014-01-24,64.0
2014-01-25,100.5
2014-01-26,22.4
2014-01-27,2.9
2014-01-28,1.5
2014-01-29,6.5
2014-01-30,2.0
2014-01-31,0.7
2014-02-01,1.7
2014-02-02,2.2
2014-02-05,0.6
2014-02-07,24.4
2014-02-08,5.5
2014-02-10,0.7
2014-02-11,15.5
2014-02-12,12.2
2014-02-13,33.1
2014-02-15,28.0
2014-02-16,19.0
2014-02-18,11.3
2014-02-19,36.0
2014-02-22,0.6
2014-02-24,7.5
2014-02-25,6.8
2014-02-26,2.2
2014-02-28,0.0
2014-03-02,1.0
2014-03-05,12.0
2014-03-07,6.0
2014-03-08,7.0
2014-03-10,19.8
2014-03-11,18.8
2014-03-13,72.0
2014-03-15,73.0
2014-03-17,1.0
2014-03-22,15.6
2014-03-24,0.9
2014-03-27,0.4
2014-03-29,18.8
2014-03-30,21.6
2014-03-31,2.5
2014-04-01,24.5
2014-04-02,0.3
2014-04-06,37.6
2014-04-07,7.0
2014-04-09,0.3
2014-04-10,17.5
2014-04-12,0.6
2014-04-14,36.5
2014-04-15,2.8
2014-04-16,14.0
2014-04-17,1.3
2014-04-18,1.0
2014-04-23,17.5
2014-04-25,0.3
2014-04-26,0.0
2014-05-02,0.0
2014-05-03,3.4
2014-05-09,0.8
2014-05-11,19.3
2014-05-12,15.8
2014-05-13,0.5
2014-05-14,10.9
2014-05-18,4.0
2014-05-20,0.5
2014-05-21,0.5
2014-05-24,0.5
2014-05-25,5.2
2014-05-28,6.6
2014-05-29,5.5
2014-05-31,1.0
2014-06-01,22.8
2014-06-02,5.6
2014-06-03,11.0
2014-06-06,0.8
2014-06-07,12.9
2014-06-08,1.9
2014-06-12,65.0
2014-06-13,1.8
2014-06-15,1.5
2014-06-16,31.5
2014-06-17,1.7
2014-06-20,9.0
2014-06-21,0.6
2014-07-03,1.4
2014-07-09,8.0
2014-07-11,1.5
2014-07-14,0.5
2014-07-19,0.9
2014-07-20,1.0
2014-07-21,1.0
2014-07-23,0.1
2014-08-03,0.0
2014-08-09,0.0
2014-08-10,0.0
2014-08-11,33.2
2014-08-12,2.2
2014-08-13,2.1
2014-08-14,0.5
2014-08-15,40.5
2014-08-16,1.0
2014-08-17,3.1
2014-08-21,4.2
2014-08-27,39.0
2014-08-28,30.0
2014-08-31,22.1
2014-09-01,4.4
2014-09-21,22.5
2014-09-22,11.7
2014-09-28,4.9
2014-09-29,0.0
2014-10-21,6.3
2014-10-29,0.0
2014-10-30,0.5
2014-11-05,6.6
2014-11-06,6.5
2014-11-09,14.3
2014-11-12,23.1
2014-11-13,0.0
2014-11-14,2.0
2014-11-15,0.0
2014-11-16,2.0
2014-11-17,118.8
2014-11-18,2.5
2014-11-19,0.0
2014-11-20,16.8
2014-11-21,0.5
2014-11-22,3.5
2014-11-24,2.0
2014-11-25,0.5
2014-11-28,33.5
2014-11-29,3.5
2014-11-30,5.0
2014-12-01,5.0
2014-12-02,21.0
2014-12-03,5.8
2014-12-05,16.6
2014-12-06,33.0
2014-12-07,27.6
2014-12-08,6.9
2014-12-09,5.5
2014-12-10,4.5
2014-12-13,0.2
2014-12-15,0.5
2014-12-17,19.0
2014-12-19,0.4
2014-12-22,5.2
2014-12-24,10.0
2014-12-25,41.9
2014-12-29,1.3
2014-12-30,170.0
2014-12-31,123.0
2015-01-02,12.0
2015-01-04,33.2
2015-01-05,3.0
2015-01-08,45.9
2015-01-09,43.6
2015-01-10,37.0
2015-01-11,139.0
2015-01-12,8.9
2015-01-13,1.0
2015-01-16,13.2
2015-01-17,12.0
2015-01-18,9.0
2015-01-19,5.6
2015-01-20,3.5
2015-01-21,3.3
2015-01-22,5.3
2015-01-26,22.0
2015-01-28,9.1
2015-01-29,1.1
2015-01-30,4.5
2015-02-04,31.1
2015-02-05,88.2
2015-02-06,13.5
2015-02-07,8.5
2015-02-08,3.7
2015-02-11,0.0
2015-02-15,0.0
2015-02-17,12.8
2015-02-18,7.0
2015-02-19,23.0
2015-02-20,8.3
2015-02-22,2.5
2015-02-23,2.8
2015-02-25,5.3
2015-02-26,0.0
2015-02-27,4.5
2015-02-28,10.0
2015-03-01,18.2
2015-03-02,0.2
2015-03-05,5.0
2015-03-07,10.0
2015-03-10,3.4
2015-03-19,0.0
2015-03-20,2.0
2015-03-26,74.7
2015-03-28,36.3
2015-03-29,10.7
2015-03-30,3.5
2015-03-31,28.0
2015-04-02,6.5
2015-04-17,0.7
2015-04-18,7.7
2015-04-19,3.4
2015-04-20,1.3
2015-04-21,3.0
2015-04-22,2.2
2015-05-05,24.8
2015-05-06,7.3
2015-05-08,13.0
2015-05-12,2.4
2015-05-13,26.4
2015-05-14,36.3
2015-05-16,32.6
2015-05-23,1.0
2015-05-24,40.0
2015-05-25,1.2
2015-06-07,28.8
2015-06-08,5.9
2015-06-10,28.7
2015-06-12,2.5
2015-06-13,2.1
2015-06-14,2.4
2015-06-15,2.2
2015-06-18,3.2
2015-06-19,46.9
2015-06-20,0.0
2015-06-21,25.0
2015-06-23,13.0
2015-06-24,0.6
2015-06-30,6.6
2015-07-22,9.5
2015-07-26,0.0
2015-07-27,3.9
2015-10-29,0.5
2015-10-31,31.5
2015-11-01,0.0
2015-11-02,9.5
2015-11-03,33.5
2015-11-04,51.0
2015-11-06,0.8
2015-11-08,2.6
2015-11-09,11.5
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,6.5
2015-11-13,75.6
2015-11-14,1.9
2015-11-15,2.3
2015-11-17,17.5
2015-11-18,35.0
2015-11-19,78.0
2015-11-20,0.4
2015-11-24,12.6
2015-11-27,10.0
2015-11-28,49.8
2015-11-29,27.8
2015-11-30,0.0
2015-12-01,4.5
2015-12-03,7.6
2015-12-04,0.0
2015-12-05,0.0
2015-12-07,13.5
2015-12-08,0.7
2015-12-09,7.5
2015-12-11,7.6
2015-12-15,0.0
2015-12-17,0.1
2015-12-18,2.6
2015-12-19,2.1
2015-12-20,7.0
2015-12-21,9.1
2015-12-22,1.0
2015-12-23,2.0
2015-12-26,4.0
2015-12-29,12.0
2015-12-30,3.0
2015-12-31,6.0
2016-01-01,3.1
2016-01-02,1.4
2016-01-03,3.1
2016-01-04,4.2
2016-01-06,1.4
2016-01-13,14.3
2016-01-15,55.0
2016-01-17,59.0
2016-01-18,7.0
2016-01-19,30.0
2016-01-20,13.5
2016-01-21,215.9
2016-01-22,89.9
2016-01-23,1.4
2016-01-25,7.0
2016-01-26,21.3
2016-01-27,0.2
2016-01-31,4.7
2016-02-04,0.0
2016-02-08,2.5
2016-02-09,32.9
2016-02-10,40.3
2016-02-15,3.0
2016-02-20,2.8
